time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.07761e-06	2019.2499999999998	0.91081	387.3770000000001
1	6.07761e-06	1.35005e-05	2019.2499999999998	0.91081	387.3770000000001
2	1.35005e-05	2.25664e-05	2883.4980000000005	0.910551	387.3770000000001
3	2.25664e-05	3.36391e-05	4039.2000000000003	0.910516	406.7786000000001
4	3.36391e-05	4.71627e-05	4553.157999999999	0.910511	581.393
5	4.71627e-05	6.36797e-05	4080.238000000001	1.65302	492.0566000000002
6	6.36797e-05	8.38528e-05	3106.576	7.31403	402.7906000000001
7	8.38528e-05	0.000108491	2335.888	3.34139	332.51020000000005
8	0.000108491	0.000138583	1907.3460000000002	4.52702	323.863
9	0.000138583	0.000175336	1685.2680000000005	11.9862	314.18299999999994
10	0.000175336	0.000220224	1634.7490000000003	34.6864	323.965
11	0.000220224	0.000275048	1704.0410000000004	89.0088	370.6040000000001
12	0.000275048	0.000342007	1869.7669999999998	194.075	475.46419999999995
13	0.000342007	0.000423788	2078.0049999999997	363.263	638.6872
14	0.000423788	0.000523671	2307.3340000000003	595.748	858.7698
15	0.000523671	0.000645663	2509.8080000000004	877.072	1128.554
16	0.000645663	0.000794657	2732.1300000000006	1183.54	1461.908
17	0.000794657	0.000976631	2844.4600000000005	1480.73	1773.1770000000004
18	0.000976631	0.00119889	2895.491	1721.46	2085.1360000000004
19	0.00119889	0.00147034	2883.2700000000004	1864.14	2270.495
20	0.00147034	0.00180187	2784.9610000000002	1896.98	2310.295
21	0.00180187	0.00220679	2598.2700000000004	1834.68	2258.6920000000005
22	0.00220679	0.00270134	2364.588	1707.04	2141.4560000000006
23	0.00270134	0.00330536	2287.9169999999995	1550.93	1983.4739999999995
24	0.00330536	0.00404307	2743.3219999999997	1403.9	1894.5459999999998
25	0.00404307	0.00494408	3429.35	1298.47	1882.126
26	0.00494408	0.00604452	3429.35	1252.39	1910.9900000000002
27	0.00604452	0.00738855	3429.35	1279.98	1950.1500000000005
28	0.00738855	0.00903008	3429.35	1279.98	2068.3199999999997
29	0.00903008	0.011035	3429.35	1519.35	2186.4899999999993
30	0.011035	0.0134836	3429.35	1519.35	2186.4899999999993
31	0.0134836	inf	3429.35	1519.35	2186.49
