time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.15247e-06	2019.2499999999998	0.899923	326.32999999999987
1	6.15247e-06	1.36668e-05	2019.2499999999998	0.899923	326.32999999999987
2	1.36668e-05	2.28444e-05	2883.4980000000005	0.899451	326.32999999999987
3	2.28444e-05	3.40535e-05	4039.2000000000003	0.899431	423.9357999999999
4	3.40535e-05	4.77436e-05	4588.039	0.899432	814.3589999999999
5	4.77436e-05	6.44641e-05	3995.9170000000013	1.22109	704.2084000000001
6	6.44641e-05	8.48857e-05	3036.4220000000005	9.04197	641.2874
7	8.48857e-05	0.000109828	2335.888	8.47282	590.3849
8	0.000109828	0.00014029	1881.4700000000003	7.53618	512.0756
9	0.00014029	0.000177496	1685.2680000000005	13.1347	452.0535
10	0.000177496	0.000222937	1633.8960000000002	34.0361	437.6281
11	0.000222937	0.000278436	1704.0410000000004	86.5789	473.2398
12	0.000278436	0.00034622	1869.7669999999998	191.134	545.3058
13	0.00034622	0.000429008	2078.0049999999997	360.147	673.3864000000001
14	0.000429008	0.000530121	2307.3340000000003	590.321	874.6015
15	0.000530121	0.000653616	2543.1100000000006	866.388	1115.1732000000002
16	0.000653616	0.000804446	2732.1300000000006	1166.9	1401.7959999999998
17	0.000804446	0.000988661	2844.4600000000005	1461.51	1762.089
18	0.000988661	0.00121365	2895.491	1703.77	2049.182
19	0.00121365	0.00148845	2883.2700000000004	1846.16	2221.254
20	0.00148845	0.00182407	2771.9580000000005	1875.54	2264.0219999999995
21	0.00182407	0.00223397	2579.1360000000004	1814.45	2194.2460000000005
22	0.00223397	0.00273461	2344.8720000000003	1697.57	2017.2080000000003
23	0.00273461	0.00334607	2285.9699999999993	1559.03	1843.0519999999997
24	0.00334607	0.00409287	2743.3219999999997	1432.04	1694.6839999999995
25	0.00409287	0.00500498	3429.35	1339.19	1586.6000000000004
26	0.00500498	0.00611898	3429.35	1280.91	1513.7020000000002
27	0.00611898	0.00747956	3429.35	1241.0	1494.6700000000003
28	0.00747956	0.00914131	3429.35	1241.0	1545.7719999999997
29	0.00914131	0.0111709	3429.35	1216.7	1579.8399999999995
30	0.0111709	0.0136497	3429.35	1216.7	1579.8399999999995
31	0.0136497	inf	3429.35	1216.7	1579.84
