time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.09833e-06	2842.269999999999	0.90762	475.93799999999993
1	6.09833e-06	1.35465e-05	2842.269999999999	0.90762	475.93799999999993
2	1.35465e-05	2.26434e-05	2773.676999999999	17.8401	475.93799999999993
3	2.26434e-05	3.37538e-05	3322.4659999999994	59.4709	468.1834999999999
4	3.37538e-05	4.73235e-05	3641.4430000000007	15.7491	398.39299999999986
5	4.73235e-05	6.38969e-05	3400.756	6.04748	452.22679999999997
6	6.38969e-05	8.41387e-05	2815.7700000000004	2.48738	436.73050000000006
7	8.41387e-05	0.000108861	2243.486	3.24155	309.0596
8	0.000108861	0.000139056	1805.6360000000004	7.70874	239.117
9	0.000139056	0.000175934	1611.6020000000003	18.8429	234.53100000000003
10	0.000175934	0.000220975	1539.2249999999997	45.1879	266.508
11	0.000220975	0.000275986	1573.3740000000003	102.164	325.849
12	0.000275986	0.000343174	1701.1659999999997	207.506	434.9305
13	0.000343174	0.000425233	1950.1419999999996	370.88	598.1762
14	0.000425233	0.000525456	2218.886	590.507	816.8762999999999
15	0.000525456	0.000647864	2491.58	857.36	1113.567
16	0.000647864	0.000797367	2713.7839999999997	1156.35	1427.6680000000001
17	0.000797367	0.000979961	2838.6139999999996	1459.1	1758.9630000000002
18	0.000979961	0.00120297	2855.6040000000003	1711.7	2102.9249999999997
19	0.00120297	0.00147535	2787.4259999999995	1854.34	2303.143
20	0.00147535	0.00180801	2643.158	1875.39	2322.475
21	0.00180801	0.00221431	2341.0060000000003	1810.11	2216.234
22	0.00221431	0.00271055	1976.4820000000002	1697.7	1995.8939999999998
23	0.00271055	0.00331663	1609.1679999999997	1566.91	1670.002
24	0.00331663	0.00405686	1494.8399999999995	1443.03	1438.0700000000002
25	0.00405686	0.00496094	2519.92	1348.48	1327.1239999999998
26	0.00496094	0.00606513	2519.92	1297.89	1322.6920000000005
27	0.00606513	0.00741374	2519.92	1300.01	1343.09
28	0.00741374	0.00906087	2519.92	1300.01	1296.74
29	0.00906087	0.0110726	2519.92	1465.34	1250.39
30	0.0110726	0.0135296	2519.92	1465.34	1250.39
31	0.0135296	inf	2519.92	1465.34	1250.39
