time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.03874e-06	2010.59	0.917881	312.63100000000003
1	6.03874e-06	1.34141e-05	2010.59	0.917881	312.63100000000003
2	1.34141e-05	2.24221e-05	2407.8779999999997	0.916401	312.63100000000003
3	2.24221e-05	3.34239e-05	3356.181000000001	3.32577	312.63100000000003
4	3.34239e-05	4.6861e-05	3886.382	9.27903	259.008
5	4.6861e-05	6.32724e-05	3696.0260000000003	4.7005	286.3415
6	6.32724e-05	8.33165e-05	3192.000000000001	1.98117	318.9014
7	8.33165e-05	0.000107797	2570.1980000000003	1.6717	339.8070000000001
8	0.000107797	0.000137697	2092.493	5.75736	315.2946
9	0.000137697	0.000174215	1824.7879999999998	16.761	295.8198
10	0.000174215	0.000218816	1696.358	40.6702	300.2472
11	0.000218816	0.000273289	1698.3939999999998	98.498	340.76980000000003
12	0.000273289	0.00033982	1808.539	211.092	422.2955999999999
13	0.00033982	0.000421078	2015.2039999999997	385.981	564.4753999999999
14	0.000421078	0.000520321	2257.0750000000003	616.248	788.1652
15	0.000520321	0.000641533	2509.0050000000006	886.39	1047.814
16	0.000641533	0.000789574	2742.4300000000003	1176.73	1370.606
17	0.000789574	0.000970385	2884.1569999999992	1460.66	1702.6759999999995
18	0.000970385	0.00119122	2913.565	1698.17	1973.6549999999997
19	0.00119122	0.00146093	2857.055	1846.92	2195.0579999999995
20	0.00146093	0.00179035	2705.1900000000005	1891.18	2275.0499999999997
21	0.00179035	0.00219268	2414.652	1844.93	2224.37
22	0.00219268	0.00268406	2045.82	1733.7	2071.88
23	0.00268406	0.00328421	1727.2359999999999	1588.12	1856.6119999999996
24	0.00328421	0.00401721	2301.054	1441.06	1633.2340000000002
25	0.00401721	0.00491246	4778.31	1321.71	1563.4179999999997
26	0.00491246	0.00600586	4778.31	1251.66	1598.8360000000002
27	0.00600586	0.00734129	4778.31	1236.96	1714.04
28	0.00734129	0.00897232	4778.31	1236.96	1845.2350000000001
29	0.00897232	0.0109644	4778.31	1337.51	2097.48
30	0.0109644	0.0133974	4778.31	1337.51	2097.48
31	0.0133974	inf	4778.31	1337.51	2097.48
