time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.12855e-06	3045.7999999999997	0.903642	387.3770000000001
1	6.12855e-06	1.36137e-05	3045.7999999999997	0.903642	387.3770000000001
2	1.36137e-05	2.27556e-05	2246.554	0.90295	387.3770000000001
3	2.27556e-05	3.39211e-05	2763.62	0.902944	406.7786000000001
4	3.39211e-05	4.7558e-05	3420.5389999999993	0.902943	581.393
5	4.7558e-05	6.42135e-05	3402.859999999999	11.8652	492.0566000000002
6	6.42135e-05	8.45556e-05	2919.4100000000008	6.65475	402.7906000000001
7	8.45556e-05	0.000109401	2313.092	3.99177	331.54940000000005
8	0.000109401	0.000139745	1829.296	5.79284	323.863
9	0.000139745	0.000176806	1588.8489999999997	13.7923	314.18299999999994
10	0.000176806	0.00022207	1517.8820000000003	35.9393	323.965
11	0.00022207	0.000277354	1558.1	88.6602	379.6942000000001
12	0.000277354	0.000344874	1685.788	191.962	475.46419999999995
13	0.000344874	0.00042734	1883.7330000000004	358.666	638.6872
14	0.00042734	0.00052806	2151.731	587.978	881.9984
15	0.00052806	0.000651075	2417.365	866.936	1155.35
16	0.000651075	0.000801318	2651.254	1173.27	1461.908
17	0.000801318	0.000984817	2808.8540000000003	1471.6	1801.2080000000003
18	0.000984817	0.00120893	2847.6410000000005	1710.45	2085.1360000000004
19	0.00120893	0.00148266	2804.4049999999997	1845.76	2270.495
20	0.00148266	0.00181697	2722.823000000001	1872.49	2310.295
21	0.00181697	0.00222529	2613.9569999999994	1813.62	2251.2690000000002
22	0.00222529	0.00272398	2516.03	1696.52	2118.7610000000004
23	0.00272398	0.00333306	2403.014	1550.21	1974.1859999999995
24	0.00333306	0.00407696	2357.61	1410.72	1890.8899999999999
25	0.00407696	0.00498552	2316.19	1311.53	1883.712
26	0.00498552	0.00609519	2316.19	1267.94	1917.1580000000004
27	0.00609519	0.00745048	2316.19	1286.67	1950.1500000000005
28	0.00745048	0.00910577	2316.19	1286.67	2068.3199999999997
29	0.00910577	0.0111275	2316.19	1443.84	2186.4899999999993
30	0.0111275	0.0135966	2316.19	1443.84	2186.4899999999993
31	0.0135966	inf	2316.19	1443.84	2186.49
