time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.11756e-06	3231.03	0.906046	1040.7399999999998
1	6.11756e-06	1.35892e-05	3231.03	0.906046	1040.7399999999998
2	1.35892e-05	2.27148e-05	3543.8140000000003	0.904566	1040.7399999999998
3	2.27148e-05	3.38602e-05	4272.402	18.5895	1113.643
4	3.38602e-05	4.74727e-05	4182.664000000001	36.4498	1283.75
5	4.74727e-05	6.40983e-05	3606.256	4.17254	1087.286
6	6.40983e-05	8.44039e-05	2821.867	5.60322	893.0515999999999
7	8.44039e-05	0.000109204	2211.64	9.9379	734.9484000000001
8	0.000109204	0.000139494	1873.102	12.7586	609.7644
9	0.000139494	0.000176488	1693.9179999999997	19.912	517.1623
10	0.000176488	0.000221672	1654.217	43.301	481.52739999999994
11	0.000221672	0.000276856	1717.5749999999998	100.734	496.14660000000003
12	0.000276856	0.000344255	1862.513	208.826	568.2446
13	0.000344255	0.000426574	2025.8559999999995	374.408	693.9499999999999
14	0.000426574	0.000527113	2225.7099999999996	592.794	871.8038000000001
15	0.000527113	0.000649906	2427.81	852.52	1122.4265999999998
16	0.000649906	0.00079988	2630.972	1139.41	1424.7560000000003
17	0.00079988	0.00098305	2747.1279999999997	1431.45	1748.0560000000003
18	0.00098305	0.00120677	2796.3100000000004	1687.37	2036.2280000000003
19	0.00120677	0.00148	2780.0699999999997	1853.5	2223.56
20	0.00148	0.00181371	2691.1470000000004	1900.97	2274.7159999999994
21	0.00181371	0.0022213	2581.925	1843.28	2176.2300000000005
22	0.0022213	0.00271909	2421.75	1718.42	1984.232
23	0.00271909	0.00332708	2111.9699999999993	1566.67	1769.5340000000006
24	0.00332708	0.00406965	1776.4779999999998	1422.43	1568.014
25	0.00406965	0.00497658	1062.1000000000001	1313.42	1397.156
26	0.00497658	0.00608425	1062.1000000000001	1251.88	1230.308
27	0.00608425	0.00743711	1062.1000000000001	1229.43	1143.8900000000003
28	0.00743711	0.00908943	1062.1000000000001	1229.43	1118.074
29	0.00908943	0.0111075	1062.1000000000001	1307.33	1111.6200000000001
30	0.0111075	0.0135722	1062.1000000000001	1307.33	1111.6200000000001
31	0.0135722	inf	1062.1	1307.33	1111.62
