time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.16734e-06	3737.7	49.859	1360.5400000000002
1	6.16734e-06	1.36998e-05	3737.7	49.859	1360.5400000000002
2	1.36998e-05	2.28996e-05	2962.348000000001	0.897266	1360.5400000000002
3	2.28996e-05	3.41357e-05	3622.2780000000007	0.897264	1296.398
4	3.41357e-05	4.7859e-05	3954.4749999999995	0.897264	1039.8299999999997
5	4.7859e-05	6.46198e-05	3588.5899999999997	0.897264	875.1595999999997
6	6.46198e-05	8.50907e-05	2809.0719999999997	4.85738	797.7225000000001
7	8.50907e-05	0.000110093	2261.3849999999998	11.7772	721.1174000000002
8	0.000110093	0.000140629	1898.4699999999996	15.3014	631.0166
9	0.000140629	0.000177925	1732.2460000000003	23.5152	550.7898
10	0.000177925	0.000223475	1675.3100000000002	47.6842	504.71229999999997
11	0.000223475	0.000279109	1716.8320000000003	103.878	513.9169999999999
12	0.000279109	0.000347057	1842.6559999999997	207.654	577.5176
13	0.000347057	0.000430045	2018.7749999999996	366.704	694.1205
14	0.000430045	0.000531402	2233.107	579.843	862.4547999999999
15	0.000531402	0.000655195	2478.882	838.586	1079.0012
16	0.000655195	0.000806389	2692.217	1128.62	1359.0349999999999
17	0.000806389	0.000991049	2819.495	1425.26	1683.728
18	0.000991049	0.00121658	2864.8450000000003	1683.76	1946.4279999999999
19	0.00121658	0.00149204	2819.0579999999995	1850.12	2120.5119999999997
20	0.00149204	0.00182847	2678.790000000001	1900.35	2180.5759999999996
21	0.00182847	0.00223937	2467.2740000000003	1850.27	2137.8469999999998
22	0.00223937	0.00274122	2265.4339999999997	1734.71	2004.3439999999996
23	0.00274122	0.00335415	2087.4	1593.42	1834.0749999999994
24	0.00335415	0.00410276	2033.2959999999998	1462.35	1664.5409999999997
25	0.00410276	0.00501707	1952.1399999999996	1360.95	1534.9530000000002
26	0.00501707	0.00613376	1952.1399999999996	1286.16	1468.784
27	0.00613376	0.00749763	1952.1399999999996	1210.59	1473.8300000000002
28	0.00749763	0.00916339	1952.1399999999996	1210.59	297.53668000000005
29	0.00916339	0.0111979	1952.1399999999996	1114.14	3.4633499999999993
30	0.0111979	0.0136827	1952.1399999999996	1114.14	3.4633499999999993
31	0.0136827	inf	1952.14	1114.14	3.46335
