time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.01847e-06	381.32200000000006	0.919861	286.305
1	6.01847e-06	1.33691e-05	381.32200000000006	0.919861	286.305
2	1.33691e-05	2.23468e-05	381.32200000000006	0.919478	286.305
3	2.23468e-05	3.33117e-05	1004.4399999999998	0.919462	286.305
4	3.33117e-05	4.67037e-05	1111.344	0.919458	676.2670000000002
5	4.67037e-05	6.306e-05	1214.4899999999998	0.955234	570.697
6	6.306e-05	8.30368e-05	1206.165	2.29048	437.3218
7	8.30368e-05	0.000107435	1062.0085	3.48406	326.10099999999994
8	0.000107435	0.000137235	910.6490000000001	7.64219	278.767
9	0.000137235	0.00017363	858.467	19.2175	286.6186
10	0.00017363	0.000218081	919.7306	49.4842	308.1134
11	0.000218081	0.000272372	1059.7878	117.42	355.969
12	0.000272372	0.000338679	1251.2409999999998	240.032	441.22880000000004
13	0.000338679	0.000419664	1523.4559999999997	422.02	584.3449999999999
14	0.000419664	0.000518575	1798.608	655.4	801.8476
15	0.000518575	0.000639379	2050.87	923.227	1075.2472000000002
16	0.000639379	0.000786924	2301.47	1202.39	1360.768
17	0.000786924	0.000967127	2505.727	1462.48	1688.8899999999996
18	0.000967127	0.00118722	2606.444	1665.41	1963.7549999999997
19	0.00118722	0.00145603	2596.8899999999994	1778.95	2183.7309999999998
20	0.00145603	0.00178434	2497.596	1796.12	2248.069
21	0.00178434	0.00218532	2327.882	1733.75	2184.3050000000003
22	0.00218532	0.00267505	2006.9270000000001	1620.0	2059.3340000000003
23	0.00267505	0.00327319	1777.9449999999997	1485.83	1888.7259999999997
24	0.00327319	0.00400373	1664.2040000000002	1360.86	1698.2360000000003
25	0.00400373	0.00489597	1691.8250000000003	1271.07	1577.8519999999999
26	0.00489597	0.0059857	1766.9220000000003	1227.89	1503.0979999999997
27	0.0059857	0.00731665	1930.7500000000002	1235.4	1479.63
28	0.00731665	0.0089422	1930.7500000000002	1235.4	1539.7399999999998
29	0.0089422	0.0109276	1930.7500000000002	1404.51	1683.0299999999997
30	0.0109276	0.0133524	1930.7500000000002	1404.51	1683.0299999999997
31	0.0133524	inf	1930.75	1404.51	1683.03
