time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.15403e-06	3045.7999999999997	0.899474	554.8970000000002
1	6.15403e-06	1.36703e-05	3045.7999999999997	0.899474	554.8970000000002
2	1.36703e-05	2.28502e-05	2246.554	0.899207	554.8970000000002
3	2.28502e-05	3.40621e-05	2763.62	31.6784	519.1214000000001
4	3.40621e-05	4.77557e-05	3420.5389999999993	27.5689	376.019
5	4.77557e-05	6.44804e-05	3402.859999999999	4.51704	678.3093999999999
6	6.44804e-05	8.49072e-05	2919.4100000000008	6.80231	678.1335
7	8.49072e-05	0.000109855	2313.092	10.4326	565.8788999999999
8	0.000109855	0.000140326	1805.912	11.8919	473.81019999999995
9	0.000140326	0.000177541	1588.8489999999997	17.4574	445.98659999999995
10	0.000177541	0.000222993	1517.6350000000002	36.8479	449.7404
11	0.000222993	0.000278507	1558.1	87.9882	481.33160000000004
12	0.000278507	0.000346308	1685.788	191.416	561.7608
13	0.000346308	0.000429117	1921.1140000000005	358.854	695.6071999999999
14	0.000429117	0.000530256	2174.1180000000004	587.266	883.2865
15	0.000530256	0.000653781	2439.1499999999996	860.637	1145.0805999999998
16	0.000653781	0.000804649	2651.254	1156.64	1427.3739999999998
17	0.000804649	0.000988912	2808.8540000000003	1447.24	1752.1810000000003
18	0.000988912	0.00121396	2845.5580000000004	1691.25	2062.514
19	0.00121396	0.00148882	2798.6739999999995	1840.64	2243.335
20	0.00148882	0.00182453	2715.2620000000006	1874.74	2283.4139999999998
21	0.00182453	0.00223454	2606.05	1811.86	2192.3540000000003
22	0.00223454	0.00273531	2516.03	1684.46	1959.296
23	0.00273531	0.00334692	2403.014	1524.82	1739.096
24	0.00334692	0.00409391	2357.61	1362.88	1566.9739999999997
25	0.00409391	0.00500625	2316.19	1218.62	1467.4180000000003
26	0.00500625	0.00612053	2316.19	1105.22	1420.0839999999998
27	0.00612053	0.00748146	2316.19	1028.02	1415.2399999999998
28	0.00748146	0.00914362	2316.19	1028.02	1606.2000000000003
29	0.00914362	0.0111737	2316.19	1046.49	1688.0400000000002
30	0.0111737	0.0136532	2316.19	1046.49	1688.0400000000002
31	0.0136532	inf	2316.19	1046.49	1688.04
