time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.12073e-06	2121.32	0.904972	387.3770000000001
1	6.12073e-06	1.35963e-05	2121.32	0.904972	387.3770000000001
2	1.35963e-05	2.27265e-05	2286.7580000000003	0.904131	387.3770000000001
3	2.27265e-05	3.38778e-05	3015.562	0.904115	406.7786000000001
4	3.38778e-05	4.74973e-05	3491.6089999999995	0.904096	581.393
5	4.74973e-05	6.41315e-05	3322.5170000000003	8.77909	492.0566000000002
6	6.41315e-05	8.44477e-05	2789.512	5.28286	402.7906000000001
7	8.44477e-05	0.000109261	2271.8280000000004	3.41217	331.54940000000005
8	0.000109261	0.000139566	1884.605	5.35576	323.863
9	0.000139566	0.00017658	1685.4920000000004	13.7049	314.18299999999994
10	0.00017658	0.000221787	1622.96	37.5715	323.965
11	0.000221787	0.000277	1655.2479999999996	93.6365	370.6040000000001
12	0.000277	0.000344434	1765.036	200.412	475.46419999999995
13	0.000344434	0.000426795	1975.994	369.219	638.6872
14	0.000426795	0.000527386	2208.122	598.374	858.7698
15	0.000527386	0.000650244	2433.235	874.451	1155.35
16	0.000650244	0.000800295	2650.0110000000004	1175.97	1461.908
17	0.000800295	0.00098356	2792.969	1469.6	1801.2080000000003
18	0.00098356	0.00120739	2810.4320000000002	1703.79	2085.1360000000004
19	0.00120739	0.00148077	2734.5260000000003	1831.53	2270.495
20	0.00148077	0.00181465	2604.793999999999	1849.83	2310.295
21	0.00181465	0.00222245	2401.268	1789.25	2251.2690000000002
22	0.00222245	0.0027205	2203.556	1682.23	2118.7610000000004
23	0.0027205	0.00332881	2029.5920000000006	1557.6	1974.1859999999995
24	0.00332881	0.00407176	1978.0400000000004	1447.58	1890.8899999999999
25	0.00407176	0.00497916	2129.24	1382.44	1883.712
26	0.00497916	0.00608741	2129.24	1374.51	1917.1580000000004
27	0.00608741	0.00744097	2129.24	1431.28	1950.1500000000005
28	0.00744097	0.00909415	2129.24	1431.28	2068.3199999999997
29	0.00909415	0.0111132	2129.24	1690.37	2186.4899999999993
30	0.0111132	0.0135793	2129.24	1690.37	2186.4899999999993
31	0.0135793	inf	2129.24	1690.37	2186.49
