time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.15108e-06	2019.2499999999998	0.899874	734.5659999999999
1	6.15108e-06	1.36637e-05	2019.2499999999998	0.899874	734.5659999999999
2	1.36637e-05	2.28392e-05	2883.4980000000005	44.3524	734.5659999999999
3	2.28392e-05	3.40458e-05	4039.2000000000003	49.8193	710.504
4	3.40458e-05	4.77329e-05	4588.039	4.54584	614.256
5	4.77329e-05	6.44496e-05	3995.9170000000013	3.66887	601.2716999999999
6	6.44496e-05	8.48665e-05	3036.4220000000005	5.37973	572.0222
7	8.48665e-05	0.000109803	2335.888	7.33358	519.1142
8	0.000109803	0.000140259	1881.4700000000003	9.77579	466.44160000000005
9	0.000140259	0.000177456	1685.2680000000005	16.6435	415.9548
10	0.000177456	0.000222886	1633.8960000000002	36.4391	400.38509999999997
11	0.000222886	0.000278373	1704.0410000000004	86.1381	437.3715999999999
12	0.000278373	0.000346142	1869.7669999999998	186.204	526.5868999999999
13	0.000346142	0.000428911	2078.0049999999997	350.603	671.8321999999998
14	0.000428911	0.000530002	2307.3340000000003	578.357	874.176
15	0.000530002	0.000653468	2543.1100000000006	856.473	1128.4048
16	0.000653468	0.000804264	2732.1300000000006	1163.94	1421.2179999999996
17	0.000804264	0.000988438	2844.4600000000005	1466.85	1776.557
18	0.000988438	0.00121338	2895.491	1712.41	2051.37
19	0.00121338	0.00148811	2883.2700000000004	1850.82	2212.038
20	0.00148811	0.00182365	2771.9580000000005	1873.2	2252.334
21	0.00182365	0.00223347	2579.1360000000004	1806.27	2192.3300000000004
22	0.00223347	0.002734	2344.8720000000003	1686.67	2035.6099999999997
23	0.002734	0.00334531	2285.9699999999993	1550.36	1873.9180000000003
24	0.00334531	0.00409195	2743.3219999999997	1431.07	1741.426
25	0.00409195	0.00500385	3429.35	1347.64	1681.918
26	0.00500385	0.0061176	3429.35	1288.89	1634.5359999999998
27	0.0061176	0.00747787	3429.35	1202.58	1543.5999999999997
28	0.00747787	0.00913924	3429.35	1202.58	1428.1059999999998
29	0.00913924	0.0111684	3429.35	1012.85	1351.1099999999997
30	0.0111684	0.0136466	3429.35	1012.85	1351.1099999999997
31	0.0136466	inf	3429.35	1012.85	1351.11
