time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.14372e-06	2010.59	0.900821	326.32999999999987
1	6.14372e-06	1.36473e-05	2010.59	0.900821	326.32999999999987
2	1.36473e-05	2.28119e-05	2407.8779999999997	0.900735	326.32999999999987
3	2.28119e-05	3.4005e-05	3477.464000000001	0.900714	423.9357999999999
4	3.4005e-05	4.76757e-05	3886.382	0.934124	814.3589999999999
5	4.76757e-05	6.43724e-05	3667.0330000000004	13.2391	704.2084000000001
6	6.43724e-05	8.47649e-05	3089.553000000001	12.6613	641.2874
7	8.47649e-05	0.000109671	2526.8260000000005	7.20564	599.4956
8	0.000109671	0.000140091	2063.374	5.6635	519.3428
9	0.000140091	0.000177243	1808.8199999999997	11.4022	452.0535
10	0.000177243	0.00022262	1690.921	32.6258	437.6281
11	0.00022262	0.00027804	1698.3939999999998	86.3478	473.2398
12	0.00027804	0.000345727	1833.818	192.007	545.3058
13	0.000345727	0.000428398	2034.5619999999997	360.382	673.3864000000001
14	0.000428398	0.000529367	2278.348	588.01	874.6015
15	0.000529367	0.000652685	2529.8000000000006	861.014	1115.1732000000002
16	0.000652685	0.0008033	2772.15	1159.74	1401.7959999999998
17	0.0008033	0.000987254	2889.3459999999995	1456.26	1737.202
18	0.000987254	0.00121193	2912.182	1704.96	2049.182
19	0.00121193	0.00148633	2849.97	1854.54	2221.254
20	0.00148633	0.00182147	2674.004	1889.25	2264.0219999999995
21	0.00182147	0.00223079	2414.652	1832.75	2194.2460000000005
22	0.00223079	0.00273072	2011.67	1719.07	2017.2080000000003
23	0.00273072	0.00334131	1704.4879999999998	1583.03	1843.0519999999997
24	0.00334131	0.00408705	2610.7110000000002	1457.91	1694.6839999999995
25	0.00408705	0.00499786	4778.31	1363.11	1586.6000000000004
26	0.00499786	0.00611027	4778.31	1304.17	1513.7020000000002
27	0.00611027	0.00746892	4778.31	1278.01	1494.6700000000003
28	0.00746892	0.0091283	4778.31	1278.01	1545.7719999999997
29	0.0091283	0.011155	4778.31	1319.86	1579.8399999999995
30	0.011155	0.0136303	4778.31	1319.86	1579.8399999999995
31	0.0136303	inf	4778.31	1319.86	1579.84
