time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.13352e-06	3045.7999999999997	0.90395	631.499
1	6.13352e-06	1.36247e-05	3045.7999999999997	0.90395	631.499
2	1.36247e-05	2.2774e-05	2246.554	0.902211	631.499
3	2.2774e-05	3.39486e-05	2763.62	0.902216	597.5979
4	3.39486e-05	4.75966e-05	3420.5389999999993	0.902211	292.488
5	4.75966e-05	6.42656e-05	3402.859999999999	1.42383	313.73370000000006
6	6.42656e-05	8.46242e-05	2919.4100000000008	8.68411	360.0002000000001
7	8.46242e-05	0.000109489	2313.092	6.03269	395.25560000000013
8	0.000109489	0.000139858	1829.296	6.95106	310.514
9	0.000139858	0.000176949	1588.8489999999997	14.5279	287.4995
10	0.000176949	0.00022225	1517.6350000000002	37.6543	312.75970000000007
11	0.00022225	0.000277579	1558.1	93.2616	375.84450000000004
12	0.000277579	0.000345154	1685.788	200.148	492.87860000000006
13	0.000345154	0.000427687	1883.7330000000004	368.844	662.3898999999999
14	0.000427687	0.000528488	2151.731	596.496	884.8808
15	0.000528488	0.000651602	2417.365	870.124	1154.58
16	0.000651602	0.000801968	2651.254	1170.45	1487.117
17	0.000801968	0.000985616	2808.8540000000003	1465.69	1799.8200000000002
18	0.000985616	0.00120991	2847.6410000000005	1702.02	2132.77
19	0.00120991	0.00148386	2798.6739999999995	1828.06	2291.6500000000005
20	0.00148386	0.00181845	2715.2620000000006	1839.15	2321.152
21	0.00181845	0.00222709	2613.9569999999994	1765.28	2249.3050000000003
22	0.00222709	0.00272619	2516.03	1640.76	2062.0399999999995
23	0.00272619	0.00333576	2403.014	1497.76	1780.992
24	0.00333576	0.00408027	2357.61	1368.02	1477.16
25	0.00408027	0.00498956	2316.19	1278.9	1201.076
26	0.00498956	0.00610013	2316.19	1244.81	975.2356999999997
27	0.00610013	0.00745652	2316.19	1279.74	841.563
28	0.00745652	0.00911315	2316.19	1279.74	492.8945999999999
29	0.00911315	0.0111365	2316.19	1526.21	260.44900000000007
30	0.0111365	0.0136077	2316.19	1526.21	260.44900000000007
31	0.0136077	inf	2316.19	1526.21	260.449
