time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.07086e-06	3144.4999999999995	0.954677	937.6549999999999
1	6.07086e-06	1.34855e-05	3144.4999999999995	0.954677	937.6549999999999
2	1.34855e-05	2.25414e-05	2634.06	29.4121	937.6549999999999
3	2.25414e-05	3.36017e-05	3424.954	18.5769	1063.8305
4	3.36017e-05	4.71103e-05	3913.731999999999	5.87627	1358.2400000000005
5	4.71103e-05	6.3609e-05	3738.8499999999985	2.97832	1203.232
6	6.3609e-05	8.37597e-05	3188.6370000000006	3.83507	1004.9466000000001
7	8.37597e-05	0.000108371	2573.0190000000002	8.1888	799.9290000000001
8	0.000108371	0.000138429	2119.2900000000004	14.7333	615.6345000000001
9	0.000138429	0.000175141	1816.4940000000001	25.3817	518.7375
10	0.000175141	0.00021998	1696.7360000000003	53.0126	491.96209999999996
11	0.00021998	0.000274743	1704.6310000000003	112.568	509.23920000000004
12	0.000274743	0.000341628	1833.527	218.52	574.815
13	0.000341628	0.000423318	2027.95	380.605	692.1394999999999
14	0.000423318	0.000523089	2255.511	597.64	865.3126000000001
15	0.000523089	0.000644946	2458.976	858.953	1116.6745999999998
16	0.000644946	0.000793775	2680.006	1148.45	1425.4129999999998
17	0.000793775	0.000975547	2796.5950000000003	1441.21	1755.286
18	0.000975547	0.00119755	2860.264	1694.49	2044.6860000000004
19	0.00119755	0.0014687	2871.747	1858.05	2234.586
20	0.0014687	0.00179987	2834.096	1909.52	2298.2819999999997
21	0.00179987	0.00220434	2770.8899999999994	1860.6	2214.77
22	0.00220434	0.00269834	2715.258	1737.63	2046.8660000000004
23	0.00269834	0.00330169	2788.196999999999	1575.14	1838.7619999999997
24	0.00330169	0.00403858	3278.227999999999	1416.42	1622.9779999999998
25	0.00403858	0.00493859	3999.2299999999996	1303.86	1397.1700000000003
26	0.00493859	0.00603781	3999.2299999999996	1248.11	1257.598
27	0.00603781	0.00738035	3999.2299999999996	1214.41	1207.18
28	0.00738035	0.00902005	3999.2299999999996	1214.41	1289.2999999999997
29	0.00902005	0.0110227	3999.2299999999996	1177.32	1309.8299999999997
30	0.0110227	0.0134686	3999.2299999999996	1177.32	1309.8299999999997
31	0.0134686	inf	3999.23	1177.32	1309.83
