time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.08718e-06	3144.4999999999995	0.909349	387.3770000000001
1	6.08718e-06	1.35217e-05	3144.4999999999995	0.909349	387.3770000000001
2	1.35217e-05	2.2602e-05	2634.06	0.909091	387.3770000000001
3	2.2602e-05	3.36921e-05	3424.954	0.909087	406.7786000000001
4	3.36921e-05	4.72369e-05	3946.125999999999	0.909083	581.393
5	4.72369e-05	6.378e-05	3738.8499999999985	8.77257	492.0566000000002
6	6.378e-05	8.39848e-05	3188.6370000000006	4.9594	402.7906000000001
7	8.39848e-05	0.000108662	2573.0190000000002	2.57082	332.51020000000005
8	0.000108662	0.000138801	2119.2900000000004	4.03081	323.863
9	0.000138801	0.000175612	1816.4940000000001	11.5695	314.18299999999994
10	0.000175612	0.000220571	1696.7360000000003	34.2591	323.965
11	0.000220571	0.000275481	1704.6310000000003	87.6143	370.6040000000001
12	0.000275481	0.000342546	1833.527	191.079	475.46419999999995
13	0.000342546	0.000424455	2027.95	358.573	638.6872
14	0.000424455	0.000524495	2255.511	589.875	858.7698
15	0.000524495	0.000646679	2492.199	871.575	1155.35
16	0.000646679	0.000795908	2680.006	1180.26	1461.908
17	0.000795908	0.000978169	2796.5950000000003	1480.18	1773.1770000000004
18	0.000978169	0.00120077	2860.264	1720.83	2085.1360000000004
19	0.00120077	0.00147265	2871.747	1858.78	2270.495
20	0.00147265	0.00180471	2834.096	1886.45	2310.295
21	0.00180471	0.00221026	2770.8899999999994	1822.79	2258.6920000000005
22	0.00221026	0.00270559	2715.258	1696.89	2141.4560000000006
23	0.00270559	0.00331056	2788.196999999999	1543.56	1983.4739999999995
24	0.00331056	0.00404944	3278.227999999999	1399.78	1894.5459999999998
25	0.00404944	0.00495186	3999.2299999999996	1298.42	1882.126
26	0.00495186	0.00605404	3999.2299999999996	1258.08	1910.9900000000002
27	0.00605404	0.00740018	3999.2299999999996	1298.8	1950.1500000000005
28	0.00740018	0.00904429	3999.2299999999996	1298.8	2068.3199999999997
29	0.00904429	0.0110523	3999.2299999999996	1609.5	2186.4899999999993
30	0.0110523	0.0135048	3999.2299999999996	1609.5	2186.4899999999993
31	0.0135048	inf	3999.23	1609.5	2186.49
