time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.09596e-06	3785.5699999999997	0.908837	312.63100000000003
1	6.09596e-06	1.35413e-05	3785.5699999999997	0.908837	312.63100000000003
2	1.35413e-05	2.26346e-05	2594.051	0.907795	312.63100000000003
3	2.26346e-05	3.37407e-05	2790.533	0.90777	312.63100000000003
4	3.37407e-05	4.73051e-05	3476.1329999999994	0.907773	259.008
5	4.73051e-05	6.3872e-05	3452.8720000000008	6.22726	286.3415
6	6.3872e-05	8.4106e-05	2901.7039999999997	6.3714	318.9014
7	8.4106e-05	0.000108819	2328.552	7.91159	339.8070000000001
8	0.000108819	0.000139002	1902.19	11.0616	312.571
9	0.000139002	0.000175865	1662.9250000000002	19.525	293.72589999999997
10	0.000175865	0.000220889	1562.2750000000003	42.4307	300.2472
11	0.000220889	0.000275879	1577.9680000000003	97.9884	340.76980000000003
12	0.000275879	0.00034304	1694.7800000000004	205.334	431.28729999999996
13	0.00034304	0.000425068	1927.972	373.875	564.4753999999999
14	0.000425068	0.000525252	2165.996	600.646	811.1674
15	0.000525252	0.000647612	2377.4599999999996	873.118	1074.1285
16	0.000647612	0.000797056	2566.8179999999998	1171.62	1370.606
17	0.000797056	0.00097958	2691.2130000000006	1464.93	1702.6759999999995
18	0.00097958	0.00120251	2727.794000000001	1703.67	1996.7799999999997
19	0.00120251	0.00147477	2694.7400000000007	1838.1	2195.0579999999995
20	0.00147477	0.00180731	2620.5280000000002	1857.48	2273.52
21	0.00180731	0.00221345	2525.579	1789.05	2214.76
22	0.00221345	0.0027095	2456.4440000000004	1668.54	2056.075
23	0.0027095	0.00331534	2451.836	1527.32	1820.8339999999996
24	0.00331534	0.00405528	2460.72	1392.73	1624.4110000000003
25	0.00405528	0.00495901	2682.3	1287.62	1563.6099999999997
26	0.00495901	0.00606277	2682.3	1231.71	1604.5470000000005
27	0.00606277	0.00741086	2682.3	1240.45	1725.5849999999998
28	0.00741086	0.00905734	2682.3	1240.45	1845.2350000000001
29	0.00905734	0.0110683	2682.3	1390.35	2097.48
30	0.0110683	0.0135243	2682.3	1390.35	2097.48
31	0.0135243	inf	2682.3	1390.35	2097.48
