time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.09538e-06	2121.32	0.913921	475.93799999999993
1	6.09538e-06	1.354e-05	2121.32	0.913921	475.93799999999993
2	1.354e-05	2.26324e-05	2286.7580000000003	0.907871	475.93799999999993
3	2.26324e-05	3.37374e-05	3015.562	28.1925	468.1834999999999
4	3.37374e-05	4.73006e-05	3491.6089999999995	25.9242	398.39299999999986
5	4.73006e-05	6.38659e-05	3322.5170000000003	5.39214	452.22679999999997
6	6.38659e-05	8.40979e-05	2789.512	2.9973	436.73050000000006
7	8.40979e-05	0.000108808	2271.8280000000004	4.04927	309.0596
8	0.000108808	0.000138988	1884.605	7.51028	239.117
9	0.000138988	0.000175849	1685.4920000000004	17.3755	234.53100000000003
10	0.000175849	0.000220868	1623.4180000000001	43.4073	266.508
11	0.000220868	0.000275852	1655.2479999999996	101.339	325.849
12	0.000275852	0.000343007	1765.036	208.824	434.9305
13	0.000343007	0.000425027	1942.125	376.122	598.1762
14	0.000425027	0.000525202	2187.444	600.189	816.8762999999999
15	0.000525202	0.00064755	2433.235	868.699	1086.5703999999998
16	0.00064755	0.00079698	2650.0110000000004	1163.97	1427.6680000000001
17	0.00079698	0.000979486	2792.969	1457.26	1758.9630000000002
18	0.000979486	0.00120239	2814.424	1699.48	2102.9249999999997
19	0.00120239	0.00147463	2743.1850000000004	1839.87	2303.143
20	0.00147463	0.00180714	2616.680999999999	1867.86	2322.475
21	0.00180714	0.00221324	2415.911	1810.01	2216.234
22	0.00221324	0.00270924	2203.556	1699.51	1995.8939999999998
23	0.00270924	0.00331502	2029.5920000000006	1568.82	1670.002
24	0.00331502	0.00405489	1978.0400000000004	1450.75	1438.0700000000002
25	0.00405489	0.00495853	2129.24	1370.61	1327.1239999999998
26	0.00495853	0.00606219	2129.24	1341.73	1322.6920000000005
27	0.00606219	0.00741015	2129.24	1377.84	1343.09
28	0.00741015	0.00905648	2129.24	1377.84	1296.74
29	0.00905648	0.0110672	2129.24	1671.22	1250.39
30	0.0110672	0.013523	2129.24	1671.22	1250.39
31	0.013523	inf	2129.24	1671.22	1250.39
