time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.15501e-06	2364.51	0.909193	734.5659999999999
1	6.15501e-06	1.36724e-05	2364.51	0.909193	734.5659999999999
2	1.36724e-05	2.28538e-05	2979.635	19.2726	734.5659999999999
3	2.28538e-05	3.40675e-05	3281.941999999999	67.1936	710.504
4	3.40675e-05	4.77633e-05	3408.860999999999	5.99928	614.256
5	4.77633e-05	6.44907e-05	3198.7110000000007	3.23548	601.2716999999999
6	6.44907e-05	8.49207e-05	2615.556	5.19172	572.0222
7	8.49207e-05	0.000109873	2092.0260000000003	6.46431	519.1142
8	0.000109873	0.000140348	1757.9960000000003	8.75966	466.44160000000005
9	0.000140348	0.000177569	1643.8380000000002	16.0315	415.9548
10	0.000177569	0.000223029	1632.0699999999997	36.8535	400.38509999999997
11	0.000223029	0.000278551	1704.8689999999997	88.1744	437.3715999999999
12	0.000278551	0.000346363	1833.81	190.17	526.5868999999999
13	0.000346363	0.000429185	2068.18	356.178	671.8321999999998
14	0.000429185	0.00053034	2307.4439999999995	584.303	874.176
15	0.00053034	0.000653885	2543.268	859.691	1128.4048
16	0.000653885	0.000804777	2733.8839999999996	1159.87	1421.2179999999996
17	0.000804777	0.000989069	2842.902	1452.29	1776.557
18	0.000989069	0.00121415	2811.382	1688.72	2051.37
19	0.00121415	0.00148906	2664.1179999999995	1823.45	2212.038
20	0.00148906	0.00182482	2418.382	1846.93	2252.334
21	0.00182482	0.00223489	2056.3399999999997	1784.88	2192.3300000000004
22	0.00223489	0.00273574	1737.176	1675.57	2035.6099999999997
23	0.00273574	0.00334745	1435.6530000000002	1552.75	1873.9180000000003
24	0.00334745	0.00409456	1452.528	1440.29	1741.426
25	0.00409456	0.00500704	2176.56	1349.23	1681.918
26	0.00500704	0.0061215	2176.56	1277.18	1634.5359999999998
27	0.0061215	0.00748265	2176.56	1199.88	1543.5999999999997
28	0.00748265	0.00914508	2176.56	1199.88	1428.1059999999998
29	0.00914508	0.0111755	2176.56	1150.71	1351.1099999999997
30	0.0111755	0.0136553	2176.56	1150.71	1351.1099999999997
31	0.0136553	inf	2176.56	1150.71	1351.11
