time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.19827e-06	3045.7999999999997	36.7008	1360.5400000000002
1	6.19827e-06	1.37685e-05	3045.7999999999997	36.7008	1360.5400000000002
2	1.37685e-05	2.30144e-05	2246.554	0.892791	1360.5400000000002
3	2.30144e-05	3.43069e-05	2763.62	0.892791	1264.3269999999998
4	3.43069e-05	4.8099e-05	3420.5389999999993	1.34297	1039.8299999999997
5	4.8099e-05	6.49439e-05	3402.859999999999	13.7237	875.1595999999997
6	6.49439e-05	8.55175e-05	2919.4100000000008	19.7518	790.4686
7	8.55175e-05	0.000110645	2313.092	15.8813	721.1174000000002
8	0.000110645	0.000141334	1805.912	17.5251	631.0166
9	0.000141334	0.000178817	1588.8489999999997	27.2237	545.2067000000001
10	0.000178817	0.000224596	1517.6350000000002	51.2451	504.71229999999997
11	0.000224596	0.000280509	1565.05	104.594	513.9169999999999
12	0.000280509	0.000348797	1685.788	204.208	577.5176
13	0.000348797	0.000432201	1921.1140000000005	360.485	694.1205
14	0.000432201	0.000534067	2174.1180000000004	573.401	862.4547999999999
15	0.000534067	0.00065848	2439.1499999999996	833.04	1100.0908
16	0.00065848	0.000810433	2669.1059999999998	1123.23	1384.367
17	0.000810433	0.00099602	2823.762	1419.15	1683.728
18	0.00099602	0.00122269	2845.5580000000004	1677.44	1946.4279999999999
19	0.00122269	0.00149952	2798.6739999999995	1843.79	2120.5119999999997
20	0.00149952	0.00183764	2715.2620000000006	1892.84	2183.084
21	0.00183764	0.0022506	2606.05	1842.61	2128.013
22	0.0022506	0.00275497	2516.03	1728.58	1990.8419999999996
23	0.00275497	0.00337097	2403.014	1586.4	1818.9239999999995
24	0.00337097	0.00412334	2353.4680000000003	1448.95	1651.1439999999996
25	0.00412334	0.00504223	2316.19	1337.57	1528.248
26	0.00504223	0.00616452	2316.19	1257.34	1468.784
27	0.00616452	0.00753523	2316.19	1193.56	1473.8300000000002
28	0.00753523	0.00920935	2316.19	1193.56	297.53668000000005
29	0.00920935	0.011254	2316.19	1171.43	3.4633499999999993
30	0.011254	0.0137513	2316.19	1171.43	3.4633499999999993
31	0.0137513	inf	2316.19	1171.43	3.46335
