time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.1767e-06	2950.2399999999993	0.896281	734.5659999999999
1	6.1767e-06	1.37206e-05	2950.2399999999993	0.896281	734.5659999999999
2	1.37206e-05	2.29343e-05	2880.1519999999996	0.895916	734.5659999999999
3	2.29343e-05	3.41875e-05	3522.5340000000006	17.7124	710.504
4	3.41875e-05	4.79316e-05	3813.9599999999996	32.108	614.256
5	4.79316e-05	6.47179e-05	3510.876999999999	5.00286	601.2716999999999
6	6.47179e-05	8.52199e-05	2877.565000000001	4.15551	566.101
7	8.52199e-05	0.00011026	2327.2960000000003	5.96004	519.1142
8	0.00011026	0.000140843	1990.3659999999998	9.20341	466.44160000000005
9	0.000140843	0.000178195	1793.5659999999993	17.5434	415.9548
10	0.000178195	0.000223814	1737.4120000000003	37.8146	400.38509999999997
11	0.000223814	0.000279532	1786.3680000000002	86.4132	437.3715999999999
12	0.000279532	0.000347583	1923.2570000000005	184.706	526.5868999999999
13	0.000347583	0.000430697	2101.3250000000003	346.242	671.8321999999998
14	0.000430697	0.000532208	2305.307	569.718	874.176
15	0.000532208	0.000656189	2492.4759999999997	843.537	1128.4048
16	0.000656189	0.000807612	2692.4930000000004	1150.04	1448.8019999999997
17	0.000807612	0.000992553	2770.8800000000006	1458.36	1776.557
18	0.000992553	0.00121843	2769.7610000000004	1713.77	2067.735
19	0.00121843	0.00149431	2700.497999999999	1858.85	2219.475
20	0.00149431	0.00183125	2595.027	1879.55	2252.334
21	0.00183125	0.00224277	2468.7250000000004	1802.45	2192.3300000000004
22	0.00224277	0.00274538	2308.7319999999995	1666.47	2035.6099999999997
23	0.00274538	0.00335924	2166.9280000000003	1511.47	1873.9180000000003
24	0.00335924	0.00410899	2195.4260000000004	1374.88	1741.426
25	0.00410899	0.00502468	2254.6700000000005	1278.13	1681.918
26	0.00502468	0.00614307	2254.6700000000005	1213.72	1634.5359999999998
27	0.00614307	0.00750901	2254.6700000000005	1138.28	1543.5999999999997
28	0.00750901	0.0091773	2254.6700000000005	1138.28	1408.8569999999995
29	0.0091773	0.0112149	2254.6700000000005	1008.63	1351.1099999999997
30	0.0112149	0.0137034	2254.6700000000005	1008.63	1351.1099999999997
31	0.0137034	inf	2254.67	1008.63	1351.11
