time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	5.97099e-06	381.32200000000006	0.926856	631.499
1	5.97099e-06	1.32637e-05	381.32200000000006	0.926856	631.499
2	1.32637e-05	2.21705e-05	381.32200000000006	0.926803	631.499
3	2.21705e-05	3.3049e-05	1004.4399999999998	0.926774	597.5979
4	3.3049e-05	4.63353e-05	1111.344	0.926769	292.488
5	4.63353e-05	6.25626e-05	1214.4899999999998	0.926769	310.69860000000006
6	6.25626e-05	8.23817e-05	1206.165	4.01158	350.7099000000001
7	8.23817e-05	0.000106588	1062.0085	4.04952	405.49880000000013
8	0.000106588	0.000136152	910.6490000000001	6.00874	313.31
9	0.000136152	0.00017226	858.467	15.8545	285.35
10	0.00017226	0.000216361	911.1278	46.6113	304.6955000000001
11	0.000216361	0.000270223	1045.5067000000001	117.595	360.0773
12	0.000270223	0.000336008	1251.2409999999998	243.398	478.6978000000001
13	0.000336008	0.000416354	1523.4559999999997	426.517	643.7016
14	0.000416354	0.000514484	1775.266	658.942	861.9626
15	0.000514484	0.000634336	2050.87	925.86	1128.142
16	0.000634336	0.000780716	2301.47	1207.53	1458.496
17	0.000780716	0.000959498	2481.748	1475.33	1771.4650000000001
18	0.000959498	0.00117785	2604.486	1687.34	2075.554
19	0.00117785	0.00144454	2601.5419999999995	1803.17	2277.9700000000003
20	0.00144454	0.00177026	2508.458	1811.97	2324.998
21	0.00177026	0.00216808	2327.882	1733.45	2258.4700000000003
22	0.00216808	0.00265395	2028.8380000000002	1600.11	2098.5299999999997
23	0.00265395	0.00324737	1793.0659999999996	1446.68	1806.298
24	0.00324737	0.00397214	1669.6520000000003	1307.63	1502.498
25	0.00397214	0.00485734	1686.9400000000003	1212.51	1222.4180000000001
26	0.00485734	0.00593848	1766.9220000000003	1173.31	1004.7843999999998
27	0.00593848	0.00725893	1930.7500000000002	1191.01	841.563
28	0.00725893	0.00887166	1930.7500000000002	1191.01	609.1174
29	0.00887166	0.0108414	1930.7500000000002	1341.51	260.44900000000007
30	0.0108414	0.0132471	1930.7500000000002	1341.51	260.44900000000007
31	0.0132471	inf	1930.75	1341.51	260.449
