time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.05071e-06	2364.51	0.918649	312.63100000000003
1	6.05071e-06	1.34407e-05	2364.51	0.918649	312.63100000000003
2	1.34407e-05	2.24666e-05	2979.635	0.914634	312.63100000000003
3	2.24666e-05	3.34902e-05	3276.4159999999993	0.91456	312.63100000000003
4	3.34902e-05	4.6954e-05	3408.860999999999	1.09375	259.008
5	4.6954e-05	6.33979e-05	3198.7110000000007	9.70164	286.3415
6	6.33979e-05	8.34817e-05	2615.556	6.85847	318.9014
7	8.34817e-05	0.000108011	2092.0260000000003	7.35356	339.8070000000001
8	0.000108011	0.00013797	1770.8580000000004	11.0835	312.571
9	0.00013797	0.00017456	1643.8380000000002	19.2204	293.72589999999997
10	0.00017456	0.000219249	1629.1679999999997	41.2533	300.2472
11	0.000219249	0.000273831	1696.5419999999997	97.6666	340.76980000000003
12	0.000273831	0.000340494	1833.81	208.276	422.2955999999999
13	0.000340494	0.000421912	2031.6179999999995	382.115	564.4753999999999
14	0.000421912	0.000521353	2286.938	613.616	788.1652
15	0.000521353	0.000642805	2524.47	887.0	1074.1285
16	0.000642805	0.00079114	2719.455999999999	1181.19	1370.606
17	0.00079114	0.000972309	2834.733	1466.69	1702.6759999999995
18	0.000972309	0.00119358	2819.644	1699.58	1973.6549999999997
19	0.00119358	0.00146383	2680.3999999999996	1835.45	2195.0579999999995
20	0.00146383	0.0017939	2440.958	1861.27	2273.52
21	0.0017939	0.00219702	2109.7329999999997	1797.25	2214.76
22	0.00219702	0.00268938	1737.176	1677.85	2071.88
23	0.00268938	0.00329073	1456.8440000000003	1539.45	1856.6119999999996
24	0.00329073	0.00402518	1372.0800000000002	1410.96	1633.2340000000002
25	0.00402518	0.0049222	2176.56	1312.66	1563.4179999999997
26	0.0049222	0.00601777	2176.56	1261.03	1598.8360000000002
27	0.00601777	0.00735585	2176.56	1279.7	1714.04
28	0.00735585	0.00899011	2176.56	1279.7	1845.2350000000001
29	0.00899011	0.0109861	2176.56	1523.92	2097.48
30	0.0109861	0.0134239	2176.56	1523.92	2097.48
31	0.0134239	inf	2176.56	1523.92	2097.48
