time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.2037e-06	2417.23	77.2432	476.1540000000001
1	6.2037e-06	1.37806e-05	2417.23	77.2432	476.1540000000001
2	1.37806e-05	2.30346e-05	2697.482	2.27833	476.1540000000001
3	2.30346e-05	3.4337e-05	3403.7840000000006	0.892004	500.22180000000003
4	3.4337e-05	4.81412e-05	3690.7870000000007	0.892004	596.493
5	4.81412e-05	6.50009e-05	3421.199999999999	0.892004	483.4247999999999
6	6.50009e-05	8.55925e-05	2865.266	1.44713	442.56140000000005
7	8.55925e-05	0.000110742	2320.041	2.95683	447.7013
8	0.000110742	0.000141458	1882.6559999999995	5.2052	431.96959999999996
9	0.000141458	0.000178974	1643.2840000000003	12.2441	429.3726999999999
10	0.000178974	0.000224793	1560.5950000000005	32.886	451.89
11	0.000224793	0.000280755	1589.8410000000001	83.8176	509.10939999999994
12	0.000280755	0.000349103	1731.632	184.999	601.0219999999999
13	0.000349103	0.000432581	1934.9659999999997	349.441	733.3269999999999
14	0.000432581	0.000534536	2180.4460000000004	577.602	913.968
15	0.000534536	0.000659058	2425.81	857.289	1145.33
16	0.000659058	0.000811144	2627.33	1165.12	1444.6619999999998
17	0.000811144	0.000996894	2760.864	1462.87	1761.217
18	0.000996894	0.00122376	2788.4399999999996	1694.74	2056.0460000000003
19	0.00122376	0.00150084	2759.705999999999	1815.09	2210.034
20	0.00150084	0.00183925	2679.9889999999996	1825.37	2250.696
21	0.00183925	0.00225257	2561.6830000000004	1759.28	2170.52
22	0.00225257	0.00275738	2484.055	1650.44	1968.3820000000003
23	0.00275738	0.00337393	2572.327	1521.43	1753.1460000000004
24	0.00337393	0.00412695	2807.424	1391.28	1512.8520000000005
25	0.00412695	0.00504665	4512.330000000001	1291.63	1264.54
26	0.00504665	0.00616993	4512.330000000001	1251.82	1147.02
27	0.00616993	0.00754184	4512.330000000001	1277.78	1195.06
28	0.00754184	0.00921743	4512.330000000001	1277.78	1336.09
29	0.00921743	0.0112639	4512.330000000001	1428.42	1430.11
30	0.0112639	0.0137634	4512.330000000001	1428.42	1430.11
31	0.0137634	inf	4512.33	1428.42	1430.11
