time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.12333e-06	2010.59	0.904982	286.305
1	6.12333e-06	1.3602e-05	2010.59	0.904982	286.305
2	1.3602e-05	2.27362e-05	2407.8779999999997	0.903723	286.305
3	2.27362e-05	3.38921e-05	3477.464000000001	0.903718	286.305
4	3.38921e-05	4.75175e-05	3886.382	1.3618	676.2670000000002
5	4.75175e-05	6.41587e-05	3667.0330000000004	14.0019	549.583
6	6.41587e-05	8.44835e-05	3139.1130000000007	7.16675	437.3218
7	8.44835e-05	0.000109307	2526.8260000000005	5.22033	326.10099999999994
8	0.000109307	0.000139626	2063.374	6.11554	278.767
9	0.000139626	0.000176655	1808.8199999999997	13.3208	286.6186
10	0.000176655	0.000221881	1690.921	36.6012	310.69120000000004
11	0.000221881	0.000277117	1698.3939999999998	93.7402	361.3065
12	0.000277117	0.00034458	1833.818	203.926	450.55190000000005
13	0.00034458	0.000426976	2034.5619999999997	376.475	616.3435
14	0.000426976	0.00052761	2278.348	606.538	823.8352000000001
15	0.00052761	0.000650519	2529.8000000000006	878.693	1075.2472000000002
16	0.000650519	0.000800635	2772.15	1171.47	1388.1000000000004
17	0.000800635	0.000983978	2889.3459999999995	1454.09	1688.8899999999996
18	0.000983978	0.0012079	2912.182	1681.24	1987.3899999999994
19	0.0012079	0.0014814	2849.97	1811.56	2205.842
20	0.0014814	0.00181542	2674.004	1839.85	2248.069
21	0.00181542	0.00222339	2414.652	1789.69	2184.3050000000003
22	0.00222339	0.00272166	2045.82	1689.42	2046.138
23	0.00272166	0.00333022	1727.2359999999999	1566.28	1860.1149999999998
24	0.00333022	0.00407348	2610.7110000000002	1444.87	1687.1340000000002
25	0.00407348	0.00498127	4778.31	1343.56	1569.9599999999998
26	0.00498127	0.00608999	4778.31	1275.83	1498.5309999999997
27	0.00608999	0.00744413	4778.31	1260.58	1478.9800000000002
28	0.00744413	0.009098	4778.31	1260.58	1560.2099999999996
29	0.009098	0.011118	4778.31	1449.58	1683.0299999999997
30	0.011118	0.013585	4778.31	1449.58	1683.0299999999997
31	0.013585	inf	4778.31	1449.58	1683.03
