time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.15331e-06	2417.23	0.900222	554.8970000000002
1	6.15331e-06	1.36687e-05	2417.23	0.900222	554.8970000000002
2	1.36687e-05	2.28475e-05	2697.482	0.899329	554.8970000000002
3	2.28475e-05	3.40581e-05	3403.7840000000006	16.8575	519.1214000000001
4	3.40581e-05	4.77501e-05	3690.7870000000007	55.3465	376.019
5	4.77501e-05	6.44729e-05	3421.199999999999	12.2066	678.3093999999999
6	6.44729e-05	8.48972e-05	2919.1220000000003	7.56618	678.1335
7	8.48972e-05	0.000109842	2357.7200000000003	7.21336	565.8788999999999
8	0.000109842	0.000140309	1882.6559999999995	9.1513	473.81019999999995
9	0.000140309	0.00017752	1655.2630000000004	16.7306	445.98659999999995
10	0.00017752	0.000222967	1560.5950000000005	38.5074	449.7404
11	0.000222967	0.000278474	1589.8410000000001	91.6058	481.33160000000004
12	0.000278474	0.000346267	1702.8500000000001	194.188	561.7608
13	0.000346267	0.000429067	1934.9659999999997	357.479	695.6071999999999
14	0.000429067	0.000530193	2180.4460000000004	581.247	883.2865
15	0.000530193	0.000653705	2425.81	852.82	1145.0805999999998
16	0.000653705	0.000804555	2627.33	1151.42	1427.3739999999998
17	0.000804555	0.000988796	2760.864	1447.58	1752.1810000000003
18	0.000988796	0.00121382	2788.4399999999996	1694.92	2062.514
19	0.00121382	0.00148865	2759.705999999999	1842.19	2243.335
20	0.00148865	0.00182431	2688.7899999999995	1872.64	2283.4139999999998
21	0.00182431	0.00223428	2570.1620000000003	1808.68	2192.3540000000003
22	0.00223428	0.00273499	2487.71	1685.12	1959.296
23	0.00273499	0.00334653	2572.327	1535.51	1739.096
24	0.00334653	0.00409343	2807.424	1389.06	1566.9739999999997
25	0.00409343	0.00500566	4512.330000000001	1265.65	1467.4180000000003
26	0.00500566	0.00611981	4512.330000000001	1176.28	1420.0839999999998
27	0.00611981	0.00748058	4512.330000000001	1111.79	1415.2399999999998
28	0.00748058	0.00914255	4512.330000000001	1111.79	1606.2000000000003
29	0.00914255	0.0111724	4512.330000000001	1084.33	1688.0400000000002
30	0.0111724	0.0136516	4512.330000000001	1084.33	1688.0400000000002
31	0.0136516	inf	4512.33	1084.33	1688.04
