time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.0843e-06	2019.2499999999998	0.909684	631.499
1	6.0843e-06	1.35153e-05	2019.2499999999998	0.909684	631.499
2	1.35153e-05	2.25913e-05	2883.4980000000005	0.90953	631.499
3	2.25913e-05	3.36761e-05	4039.2000000000003	0.909522	597.5979
4	3.36761e-05	4.72146e-05	4588.039	0.90951	292.488
5	4.72146e-05	6.37498e-05	4080.238000000001	0.90951	313.73370000000006
6	6.37498e-05	8.3945e-05	3106.576	5.10656	360.0002000000001
7	8.3945e-05	0.000108611	2335.888	3.54085	395.25560000000013
8	0.000108611	0.000138736	1907.3460000000002	4.22716	310.514
9	0.000138736	0.000175529	1685.2680000000005	10.7373	285.35
10	0.000175529	0.000220466	1634.7490000000003	33.0358	306.8450000000001
11	0.000220466	0.000275351	1704.0410000000004	90.1547	375.84450000000004
12	0.000275351	0.000342384	1869.7669999999998	202.172	492.87860000000006
13	0.000342384	0.000424254	2078.0049999999997	377.595	662.3898999999999
14	0.000424254	0.000524247	2307.3340000000003	610.55	884.8808
15	0.000524247	0.000646373	2509.8080000000004	886.872	1154.58
16	0.000646373	0.000795531	2732.1300000000006	1186.82	1487.117
17	0.000795531	0.000977706	2844.4600000000005	1477.76	1799.8200000000002
18	0.000977706	0.0012002	2895.491	1707.89	2116.33
19	0.0012002	0.00147195	2883.2700000000004	1832.09	2284.8100000000004
20	0.00147195	0.00180385	2784.9610000000002	1847.44	2323.0750000000003
21	0.00180385	0.00220922	2598.2700000000004	1778.68	2249.3050000000003
22	0.00220922	0.00270431	2364.588	1652.51	2062.0399999999995
23	0.00270431	0.00330899	2287.9169999999995	1498.37	1780.992
24	0.00330899	0.00404752	2743.3219999999997	1353.33	1477.16
25	0.00404752	0.00494952	3429.35	1249.51	1201.076
26	0.00494952	0.00605117	3429.35	1195.9	975.2356999999997
27	0.00605117	0.00739668	3429.35	1179.36	841.563
28	0.00739668	0.00904001	3429.35	1179.36	551.006
29	0.00904001	0.0110471	3429.35	1184.89	260.44900000000007
30	0.0110471	0.0134984	3429.35	1184.89	260.44900000000007
31	0.0134984	inf	3429.35	1184.89	260.449
