time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.12126e-06	2950.2399999999993	0.906435	1040.7399999999998
1	6.12126e-06	1.35975e-05	2950.2399999999993	0.906435	1040.7399999999998
2	1.35975e-05	2.27285e-05	2880.1519999999996	0.904101	1040.7399999999998
3	2.27285e-05	3.38807e-05	3522.5340000000006	16.0526	1113.643
4	3.38807e-05	4.75015e-05	3799.91	36.5712	1283.75
5	4.75015e-05	6.41371e-05	3510.876999999999	3.82011	1087.286
6	6.41371e-05	8.44551e-05	2877.565000000001	3.66362	893.0515999999999
7	8.44551e-05	0.00010927	2362.8340000000003	7.90228	734.9484000000001
8	0.00010927	0.000139579	1990.3659999999998	13.1754	609.7644
9	0.000139579	0.000176595	1804.3249999999994	22.0295	517.1623
10	0.000176595	0.000221806	1737.4120000000003	45.2928	481.52739999999994
11	0.000221806	0.000277024	1776.304	100.768	496.14660000000003
12	0.000277024	0.000344464	1909.4680000000005	206.786	568.2446
13	0.000344464	0.000426832	2085.016	371.88	693.9499999999999
14	0.000426832	0.000527432	2287.816	591.945	871.8038000000001
15	0.000527432	0.0006503	2492.4759999999997	855.384	1122.4265999999998
16	0.0006503	0.000800365	2683.492	1146.1	1424.7560000000003
17	0.000800365	0.000983646	2767.8040000000005	1438.47	1748.0560000000003
18	0.000983646	0.0012075	2772.1180000000004	1689.51	2036.2280000000003
19	0.0012075	0.0014809	2714.4259999999995	1849.4	2223.56
20	0.0014809	0.00181481	2595.027	1894.02	2274.7159999999994
21	0.00181481	0.00222264	2468.7250000000004	1836.32	2168.2520000000004
22	0.00222264	0.00272074	2308.7319999999995	1709.74	1984.232
23	0.00272074	0.0033291	2166.9280000000003	1553.11	1769.5340000000006
24	0.0033291	0.00407211	2185.552	1405.66	1568.014
25	0.00407211	0.00497959	2254.6700000000005	1297.53	1384.4239999999998
26	0.00497959	0.00608794	2254.6700000000005	1234.28	1230.308
27	0.00608794	0.00744162	2254.6700000000005	1177.96	1143.8900000000003
28	0.00744162	0.00909494	2254.6700000000005	1177.96	1118.074
29	0.00909494	0.0111142	2254.6700000000005	1066.25	1111.6200000000001
30	0.0111142	0.0135805	2254.6700000000005	1066.25	1111.6200000000001
31	0.0135805	inf	2254.67	1066.25	1111.62
