time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.19292e-06	2121.32	0.894921	326.32999999999987
1	6.19292e-06	1.37566e-05	2121.32	0.894921	326.32999999999987
2	1.37566e-05	2.29946e-05	2286.7580000000003	0.893558	326.32999999999987
3	2.29946e-05	3.42773e-05	3015.562	0.893559	423.9357999999999
4	3.42773e-05	4.80575e-05	3491.6089999999995	0.893561	814.3589999999999
5	4.80575e-05	6.48879e-05	3286.478	8.64172	704.2084000000001
6	6.48879e-05	8.54438e-05	2789.512	10.6024	637.359
7	8.54438e-05	0.00011055	2239.6030000000005	5.06719	590.3849
8	0.00011055	0.000141213	1865.3500000000001	4.91073	512.0756
9	0.000141213	0.000178663	1676.8860000000004	11.672	452.0535
10	0.000178663	0.000224403	1622.96	33.6952	440.1632
11	0.000224403	0.000280267	1661.0109999999995	87.7485	473.2398
12	0.000280267	0.000348496	1765.036	194.314	555.7471999999999
13	0.000348496	0.000431829	1975.994	364.0	688.2362
14	0.000431829	0.000533607	2208.122	591.906	874.6015
15	0.000533607	0.000657913	2453.4440000000004	862.868	1115.1732000000002
16	0.000657913	0.000809734	2666.544000000001	1156.95	1429.0939999999998
17	0.000809734	0.000995161	2805.6479999999997	1446.63	1762.089
18	0.000995161	0.00122163	2810.4320000000002	1687.2	2066.6530000000002
19	0.00122163	0.00149823	2734.5260000000003	1828.76	2229.33
20	0.00149823	0.00183606	2604.793999999999	1857.01	2264.0219999999995
21	0.00183606	0.00224866	2401.268	1797.89	2194.2460000000005
22	0.00224866	0.00275259	2187.45	1686.54	2017.2080000000003
23	0.00275259	0.00336807	2016.7040000000004	1555.79	1843.0519999999997
24	0.00336807	0.00411978	1993.1600000000003	1439.8	1694.6839999999995
25	0.00411978	0.00503788	2129.24	1365.15	1586.6000000000004
26	0.00503788	0.00615921	2129.24	1335.65	1513.7020000000002
27	0.00615921	0.00752874	2129.24	1342.87	1494.6700000000003
28	0.00752874	0.00920141	2129.24	1342.87	1554.2889999999995
29	0.00920141	0.0112443	2129.24	1481.27	1579.8399999999995
30	0.0112443	0.0137394	2129.24	1481.27	1579.8399999999995
31	0.0137394	inf	2129.24	1481.27	1579.84
