time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.1561e-06	3231.03	0.90295	286.305
1	6.1561e-06	1.36749e-05	3231.03	0.90295	286.305
2	1.36749e-05	2.28579e-05	3543.8140000000003	0.898918	286.305
3	2.28579e-05	3.40735e-05	4272.402	0.898902	286.305
4	3.40735e-05	4.77718e-05	4151.122	0.898902	676.2670000000002
5	4.77718e-05	6.45022e-05	3606.256	0.898901	549.583
6	6.45022e-05	8.49358e-05	2821.867	1.57626	423.4192
7	8.49358e-05	0.000109892	2211.64	4.30773	321.3675999999999
8	0.000109892	0.000140373	1873.102	7.15328	278.767
9	0.000140373	0.000177601	1693.9179999999997	14.6114	286.6186
10	0.000177601	0.000223068	1654.217	36.5045	310.69120000000004
11	0.000223068	0.0002786	1717.5749999999998	91.1437	361.3065
12	0.0002786	0.000346425	1862.513	198.656	450.55190000000005
13	0.000346425	0.000429261	2042.0499999999995	369.03	616.3435
14	0.000429261	0.000530434	2242.825	597.728	823.8352000000001
15	0.000530434	0.000654001	2427.81	869.445	1100.4176000000002
16	0.000654001	0.00080492	2642.193	1162.67	1388.1000000000004
17	0.00080492	0.000989245	2753.7249999999995	1447.82	1716.2449999999997
18	0.000989245	0.00121437	2797.9100000000003	1681.1	1987.3899999999994
19	0.00121437	0.00148932	2771.311	1817.88	2205.842
20	0.00148932	0.00182514	2691.1470000000004	1845.76	2245.502
21	0.00182514	0.00223529	2581.925	1784.94	2175.1460000000006
22	0.00223529	0.00273623	2421.75	1666.15	2046.138
23	0.00273623	0.00334804	2111.9699999999993	1522.26	1860.1149999999998
24	0.00334804	0.00409529	1674.424	1387.74	1676.0320000000002
25	0.00409529	0.00500793	1062.1000000000001	1293.34	1562.0679999999998
26	0.00500793	0.00612259	1062.1000000000001	1250.23	1493.9639999999997
27	0.00612259	0.00748398	1062.1000000000001	1255.15	1478.9800000000002
28	0.00748398	0.0091467	1062.1000000000001	1255.15	1560.2099999999996
29	0.0091467	0.0111775	1062.1000000000001	1394.15	1683.0299999999997
30	0.0111775	0.0136578	1062.1000000000001	1394.15	1683.0299999999997
31	0.0136578	inf	1062.1	1394.15	1683.03
